Name,Length_V1,Glyco(Nx[ST])_V1,NP[ST]_V1,NN[ST][ST]_V1,Charge_V1,Length_V2,Glyco(Nx[ST])_V2,NP[ST]_V2,NN[ST][ST]_V2,Charge_V2,Length_V1V2,Glyco(Nx[ST])_V1V2,NP[ST]_V1V2,NN[ST][ST]_V1V2,Charge_V1V2,Length_V3,Glyco(Nx[ST])_V3,NP[ST]_V3,NN[ST][ST]_V3,Charge_V3,Length_V4,Glyco(Nx[ST])_V4,NP[ST]_V4,NN[ST][ST]_V4,Charge_V4,Length_V5,Glyco(Nx[ST])_V5,NP[ST]_V5,NN[ST][ST]_V5,Charge_V5
B.CN.2007.BJOX006000_13_3.HM215369,35,0,0,0,0,41,0,0,0,0,74,0,0,0,0,37,0,0,0,1,30,0,0,0,1,17,0,0,0,-2
B.CN.2007.BJOX007000_02_3.HM215370,34,0,0,0,0,41,0,0,0,3,73,0,0,0,3,37,0,0,0,3,29,0,0,0,-1,15,0,0,0,0
B.CN.2007.BJOX020000_03_3.HM215382,41,0,0,0,1,41,1,0,0,0,80,1,0,0,1,37,0,0,0,4,37,0,0,0,-1,14,0,0,0,1
B.CN.2007.BJOX022000_02_3.HM215384,28,0,0,0,0,39,0,0,0,3,65,0,0,0,3,37,0,0,0,5,36,0,0,0,-2,13,0,0,0,-1
B.CN.2008.BJOX035000_04_8.HM215395,29,0,0,0,-2,41,0,0,0,2,68,0,0,0,0,37,0,0,0,5,30,0,0,0,1,16,0,0,0,-1
B.CN.2008.DRVI01_0803_11.MK054029,25,1,0,0,-1,40,0,0,0,-1,63,1,0,0,-2,37,0,0,0,5,31,0,0,0,-1,13,0,0,0,-1
B.CN.2008.DRVI01_0803_12.MK054030,22,0,0,0,-1,40,0,0,0,2,60,0,0,0,1,37,0,0,0,5,31,0,0,0,-1,13,0,0,0,-1
B.CN.2008.DRVI01_0803_13.MK054031,25,0,0,0,-1,40,0,0,0,1,63,0,0,0,0,37,0,0,0,5,31,0,0,0,-3,13,0,0,0,-1
B.CN.2008.DRVI01_0803_14.MK054032,25,0,0,0,-1,40,0,0,0,0,63,0,0,0,-1,37,0,0,0,5,31,0,0,0,-3,13,0,0,0,-1
B.CN.2008.DRVI01_0803_15.MK054033,22,0,0,0,-1,40,0,0,0,2,60,0,0,0,1,37,0,0,0,5,31,0,0,0,-3,13,0,0,0,-1
B.CN.2008.DRVI01_0803_16.MK054034,22,0,0,0,1,40,0,0,0,2,60,0,0,0,3,37,0,0,0,5,31,0,0,0,-3,12,0,0,0,-1
B.CN.2008.CBJC515_08_22.MF591660,35,2,0,0,-1,40,0,0,0,1,73,2,0,0,0,37,0,0,0,6,30,0,0,0,-2,12,0,0,0,0
B.CN.2008.CBJC515_08_23.MF591661,35,2,0,0,-1,40,0,0,0,0,73,2,0,0,-1,37,0,0,0,6,30,0,0,0,-2,12,0,0,0,0
B.CN.2008.CBJC515_08_24.MF591662,24,0,0,0,0,41,0,0,0,1,63,0,0,0,1,37,0,0,0,5,30,0,0,0,-1,12,0,0,0,-1
B.CN.2008.CBJC515_08_25.MF591663,40,1,0,0,-1,41,0,0,0,-2,79,1,0,0,-3,37,0,0,0,6,30,0,0,0,-2,12,0,0,0,-1
B.CN.2008.CBJC515_08_26.MF591664,35,2,0,0,-1,40,0,0,0,1,73,2,0,0,0,37,0,0,0,6,30,0,0,0,-2,12,0,0,0,0
B.CN.2008.CBJC515_08_27.MF591665,35,1,0,0,0,40,0,0,0,0,73,1,0,0,0,37,0,0,0,6,30,0,0,0,-2,12,0,0,0,0
B.CN.2008.CBJC515_08_28.MF591666,24,0,0,0,-1,40,0,0,0,1,62,0,0,0,0,37,0,0,0,5,29,0,0,0,-1,12,0,0,0,0
B.CN.2008.CBJC515_08_29.MF591667,40,1,0,0,0,40,0,0,0,1,78,1,0,0,1,37,0,0,0,6,24,0,0,0,-2,12,0,0,0,-1
B.CN.2008.CBJC515_08_30.MF591669,35,1,0,0,0,40,0,0,0,0,73,1,0,0,0,37,0,0,0,6,30,0,0,0,-2,12,0,0,0,0
B.CN.2008.CBJC515_08_31.MF591670,36,1,0,0,0,41,0,0,0,-2,75,1,0,0,-2,37,0,0,0,6,30,0,0,0,0,12,0,0,0,-3
B.CN.2008.CBJC515_08_32.MF591671,35,2,0,0,-1,40,0,0,0,1,73,2,0,0,0,37,0,0,0,6,30,0,0,0,-2,12,0,0,0,0
B.CN.2008.CBJC515_08_33.MF591672,39,1,0,0,-2,41,0,0,0,-2,78,1,0,0,-4,37,0,0,0,6,30,0,0,0,1,12,0,0,0,0
B.CN.2008.CBJC515_08_34.MF591673,40,1,0,0,-1,40,0,0,0,1,78,1,0,0,0,37,0,0,0,6,30,0,0,0,-2,12,0,0,0,-1
B.CN.2009.CBJC504_09_04.OQ389786,28,0,0,0,3,40,0,0,0,1,66,0,0,0,4,38,0,0,0,8,25,0,0,0,-2,18,0,0,0,-2
B.CN.2009.CBJC504_09_05.OQ389787,34,1,0,0,4,42,0,0,0,-1,74,1,0,0,3,37,0,0,0,5,36,0,0,0,0,12,0,0,0,0
B.CN.2009.CBJC504_09_07.OQ389789,25,0,0,0,-1,40,0,0,0,1,63,0,0,0,0,37,0,0,0,6,32,0,0,0,-2,10,0,0,0,1
B.CN.2009.CBJC504_09_08.OQ389790,26,0,0,0,-2,40,0,0,0,1,64,0,0,0,-1,37,0,0,0,6,34,0,0,0,-3,13,0,0,0,-3
B.CN.2009.CBJC504_09_21.OQ389802,35,1,0,0,-1,42,0,0,0,-1,75,1,0,0,-2,37,0,0,0,5,31,0,0,0,-1,12,0,0,0,0
B.CN.2009.CBJC504_09_22.OQ389803,32,1,0,0,-4,41,0,0,0,-1,71,1,0,0,-5,37,0,0,0,5,38,0,0,0,1,12,0,0,0,0
B.CN.2009.DRVI01_0912_2.MK054067,29,2,0,0,-3,42,0,0,0,0,69,2,0,0,-3,37,0,0,0,5,33,0,0,0,-3,12,0,0,0,-1
B.CN.2009.DRVI01_0912_5.MK054068,30,0,0,0,-1,42,0,0,0,0,70,0,0,0,-1,37,0,0,0,5,31,0,0,0,-2,13,0,0,0,-1
B.CN.2009.DRVI01_0912_6.MK054069,30,0,0,0,-1,42,0,0,0,0,70,0,0,0,-1,37,0,0,0,5,31,0,0,0,-2,13,0,0,0,-1
B.CN.2009.DRVI01_0912_7.MK054070,30,0,0,0,-1,42,0,0,0,0,70,0,0,0,-1,37,0,0,0,6,31,0,0,0,-3,13,0,0,0,-1
B.CN.x.B06.EU363830,28,1,0,0,0,40,0,0,0,2,66,1,0,0,2,37,0,0,0,5,31,0,0,0,-1,16,0,0,0,-1
B.CN.x.BJ168_17.MN617378,37,0,0,0,0,52,1,0,0,0,87,1,0,0,0,37,0,0,0,3,30,1,0,0,-1,14,0,0,0,0
B.CN.x.BJ171_13.MN617379,28,0,0,0,-1,40,0,0,0,-1,66,0,0,0,-2,37,0,0,0,6,30,0,0,0,-1,13,0,0,0,0
B.CN.x.BJ175_4.MN617380,31,0,0,0,-3,38,0,0,0,0,67,0,0,0,-3,37,0,0,0,7,33,0,0,0,-2,12,0,0,0,-1
B.CN.x.BJ176_1.MN617381,23,0,0,0,1,40,0,0,0,0,61,0,0,0,1,37,0,0,0,7,33,0,0,0,-4,12,0,0,0,-1
B.CN.x.BJ23_1.MN617361,28,0,0,0,-1,43,0,0,0,1,69,0,0,0,0,37,0,0,0,4,30,2,0,0,-1,12,0,0,0,0
B.CN.x.BJ33_11.MN642094,32,1,0,0,-1,41,0,0,0,2,71,1,0,0,1,37,0,0,0,6,38,0,0,0,-1,13,0,0,0,-1
B.CN.x.BJ39_14.MN617376,28,0,0,0,0,40,0,0,0,1,66,0,0,0,1,37,0,0,0,4,21,0,0,0,1,12,0,0,0,0
B.CN.x.BJYA105_5.MN617383,36,1,0,0,1,41,0,0,0,-1,75,1,0,0,0,37,0,0,0,6,33,0,0,0,2,14,0,0,0,0
B.CN.x.BJYA109_9.MN617384,25,0,0,0,0,42,0,0,0,1,65,0,0,0,1,37,0,0,0,4,31,0,0,0,-5,13,1,0,0,0
B.CN.x.BJYA119_6.MN617385,39,1,0,0,-2,41,0,0,0,1,78,1,0,0,-1,37,0,0,0,4,32,0,0,0,-2,14,0,0,0,-1
B.CN.x.BJYA144_8.MN617386,29,1,0,0,0,41,0,0,0,0,68,1,0,0,0,37,0,0,0,6,31,0,0,0,0,16,0,0,0,0
B.CN.x.BJYA174_16.MN617387,25,0,0,0,0,44,0,0,0,0,67,0,0,0,0,37,0,0,0,5,33,0,0,0,0,12,0,0,0,-1
B.CN.x.BJYA180_8.MN617388,29,0,0,0,-1,41,0,0,0,0,68,0,0,0,-1,37,0,0,0,4,29,0,0,0,-1,13,0,0,0,-2
B.CN.x.BJYA187_8.MN617389,30,0,0,0,-1,39,0,0,0,1,67,0,0,0,0,37,0,0,0,4,30,0,0,0,-3,14,0,0,0,-1
B.CN.x.BJYA192_4.MN617390,30,1,0,0,-1,42,0,0,0,0,70,1,0,0,-1,37,0,0,0,5,31,0,0,0,0,12,0,0,0,0
B.CN.x.BJYA194_5.MN617391,34,0,0,0,0,41,0,0,0,0,73,0,0,0,0,37,0,0,0,2,33,0,0,0,-1,15,0,0,0,-1
B.CN.x.HEB46_6.MN617382,20,0,0,0,-1,40,0,0,0,0,58,0,0,0,-1,37,0,0,0,6,23,0,0,0,0,12,0,0,0,-3
B.CN.x.HEB5_10.MN617374,28,0,0,0,-1,43,0,0,0,-1,69,0,0,0,-2,37,0,0,0,4,21,0,0,0,0,12,0,0,0,0
B.CN.x.HEB87_2.MN617377,31,1,0,0,-2,40,0,0,0,0,69,1,0,0,-2,37,0,0,0,6,33,0,0,0,-3,13,0,0,0,0
B.CN.x.HN15A_27.MN642096,36,0,0,0,-2,40,0,0,0,1,74,0,0,0,-1,37,0,0,0,5,25,0,0,0,0,12,1,0,0,0
B.CN.x.HN18A_41.MN642097,26,0,0,0,-2,43,0,0,0,4,67,0,0,0,2,37,0,0,0,4,32,0,0,0,-2,15,0,0,0,-1
B.CN.x.HN40_40.MN642098,26,1,0,0,-1,43,0,0,0,2,67,1,0,0,1,37,0,0,0,4,32,0,0,0,-2,13,0,0,0,-1
B.CN.x.HN6A_40.MN642095,42,0,0,0,1,44,0,0,0,2,84,0,0,0,3,37,0,0,0,5,32,0,0,0,-2,15,0,0,0,-3
B.CN.x.HUB32_3.MN617375,32,1,0,0,0,44,0,0,0,0,74,1,0,0,0,37,0,0,0,6,30,0,0,0,-2,16,0,0,0,0
B.DE.2016.1HD4K_D0_061516_E3_S53.KY324517,30,2,0,0,0,37,0,0,0,1,65,2,0,0,1,37,0,0,0,4,31,0,0,0,-5,17,0,0,0,-2
B.DE.2016.1HD4K_D0_061516_F7_S57.KY324521,30,2,0,0,0,37,0,0,0,0,65,2,0,0,0,37,0,0,0,4,31,0,0,0,-3,14,0,0,0,1
B.DE.2016.1HD4K_D0_061616PL1_D4_S83.KY324529,30,2,0,0,0,37,0,0,0,0,65,2,0,0,0,37,0,0,0,4,31,0,0,0,-3,15,0,0,0,1
B.DE.2016.1HD4K_D0_061616PL2_A4_S53.KY324536,30,2,0,0,0,37,0,0,0,0,65,2,0,0,0,37,0,0,0,5,31,0,0,0,-3,25,0,0,0,1
B.DE.2016.1HD4K_D0_061616PL2_C2_S57.KY324539,30,2,0,0,0,37,0,0,0,0,65,2,0,0,0,37,0,0,0,4,31,0,0,0,-3,15,0,0,0,1
B.DE.2016.1HD4K_W4_062316PL3_A3_S25.KY324569,30,2,0,0,0,37,0,0,0,0,65,2,0,0,0,37,0,0,0,5,31,0,0,0,-3,25,0,0,0,1
B.DE.2016.1HD4K_W4_062316PL3_B1_S27.KY324572,30,2,0,0,0,37,0,0,0,0,65,2,0,0,0,37,0,0,0,5,31,0,0,0,-3,15,0,0,0,1
B.DE.2016.1HD4K_W4_062316PL3_B9_S29.KY324574,30,1,0,0,0,37,0,0,0,1,65,1,0,0,1,37,0,0,0,3,31,0,0,0,-5,25,1,0,0,0
B.DE.2016.1HD4K_W4_062316PL4_A11_S47.KY324583,30,2,0,0,0,37,0,0,0,0,65,2,0,0,0,37,0,0,0,4,31,0,0,0,-3,25,1,0,0,0
B.DE.2016.1HD4K_W4_062316PL4_A3_S44.KY324584,30,2,0,0,0,37,0,0,0,0,65,2,0,0,0,37,0,0,0,4,31,0,0,0,-3,15,0,0,0,1
B.DE.2016.1HD5K_D0_061016_C5_S3.KY324594,37,1,0,0,1,44,0,0,0,0,79,1,0,0,1,37,0,0,0,4,32,0,0,0,-2,14,0,0,0,1
B.DE.2016.1HD5K_D0_061416PL1_F1_S17.KY324599,37,1,0,0,0,44,0,0,0,0,79,1,0,0,0,37,0,0,0,4,35,0,0,0,-2,14,0,0,0,1
B.DE.2016.1HD5K_D0_061416PL2_D11_S27.KY324603,37,1,0,0,-1,44,0,0,0,0,79,1,0,0,-1,37,0,0,0,4,32,0,0,0,-1,14,0,0,0,1
B.DE.2016.1HD5K_D0_061416PL2_D12_S28.KY324604,37,1,0,0,0,44,0,0,0,0,79,1,0,0,0,37,0,0,0,4,33,1,0,0,-1,14,0,0,0,1
B.DE.2016.1HD5K_D0_061616_F6_S42.KY324615,37,1,0,0,-1,44,0,0,0,0,79,1,0,0,-1,37,0,0,0,4,33,1,0,0,-3,14,0,0,0,1
B.DE.2016.1HD5K_W4_061416_A6_S32E.KY324621,37,1,0,0,-1,44,0,0,0,0,79,1,0,0,-1,37,0,0,0,4,33,1,0,0,-1,14,0,0,0,1
B.DE.2016.1HD5K_W4_061616_A12_S44.KY324625,37,1,0,0,-1,44,0,0,0,0,79,1,0,0,-1,37,0,0,0,4,32,0,0,0,-1,14,0,0,0,1
B.DE.2016.1HD5K_W4_061616_C11_S49.KY324628,37,1,0,0,0,44,0,0,0,0,79,1,0,0,0,37,0,0,0,4,33,0,0,0,-2,14,0,0,0,1
B.DE.2016.1HD5K_W4_061616_C12_S50.KY324629,37,1,0,0,-1,44,0,0,0,0,79,1,0,0,-1,37,0,0,0,4,35,0,0,0,-1,14,0,0,0,1
B.DE.2016.1HD5K_W4_062316_D10_S59.KY324633,37,1,0,0,0,44,0,0,0,0,79,1,0,0,0,37,0,0,0,5,37,1,0,0,-1,14,0,0,0,1
B.DE.2016.1HD5K_W4_062916_A6_S61.KY324635,37,1,0,0,-1,44,0,0,0,0,79,1,0,0,-1,37,0,0,0,4,33,1,0,0,-3,14,0,0,0,1
B.DE.2016.1HD6K_D0_061016_B3_S9.KY324642,27,0,0,0,0,41,0,0,0,0,66,0,0,0,0,37,0,0,0,4,31,0,0,0,-1,13,0,0,0,0
B.DE.2016.1HD6K_D0_061416_F12_S50.KY324655,27,0,0,0,-1,41,0,0,0,0,66,0,0,0,-1,37,0,0,0,4,32,0,0,0,-2,13,0,0,0,0
B.DE.2016.1HD6K_D0_061616_C10_S24.KY324663,26,1,0,0,-1,41,0,0,0,0,65,1,0,0,-1,37,0,0,0,4,32,0,0,0,-2,13,0,0,0,0
B.DE.2016.1HD6K_D0_061616_C6_S21.KY324664,27,0,0,0,0,41,0,0,0,-1,66,0,0,0,-1,37,0,0,0,4,30,0,0,0,-2,13,0,0,0,0
B.DE.2016.1HD6K_W4_070516_G5_S26.KY324724,26,1,0,0,-1,41,0,0,0,0,65,1,0,0,-1,37,0,0,0,4,32,0,0,0,-2,13,0,0,0,0
B.DE.2016.1HD6K_W8_072616_D6_S65.KY324727,27,0,0,0,0,41,0,0,0,0,66,0,0,0,0,37,0,0,0,4,31,0,0,0,-1,13,0,0,0,0
B.DE.2016.1HD6K_W8_072616_F2_S69.KY324730,27,0,0,0,-1,41,0,0,0,0,66,0,0,0,-1,37,0,0,0,4,32,0,0,0,-2,13,0,0,0,0
B.DE.2016.1HD6K_W8_072616_G10_S70.KY324731,27,0,0,0,0,41,0,0,0,0,66,0,0,0,0,37,0,0,0,4,31,0,0,0,-1,13,0,0,0,0
B.DE.2016.1HD8K_D0_061616_B4_S93.KY324738,24,1,0,0,0,42,0,0,0,0,64,1,0,0,0,37,0,0,0,3,29,0,0,0,1,15,0,0,0,0
B.DE.2016.1HD8K_D0_062916_A4_S69.KY324755,31,0,0,0,-4,42,0,0,0,1,71,0,0,0,-3,37,0,0,0,6,27,0,0,0,0,14,1,0,0,0
B.DE.2016.1HD8K_D0_062916_A9_S72.KY324756,29,0,0,0,-3,42,0,0,0,1,69,0,0,0,-2,37,0,0,0,6,36,0,0,0,0,14,0,0,0,0
B.DE.2016.1HD8K_D0_062916_F6_S90.KY324768,29,0,0,0,-3,42,0,0,0,2,69,0,0,0,-1,37,0,0,0,6,34,1,0,0,1,14,0,0,0,0
B.DE.2016.1HD8K_D0_062916_H6_S95.KY324769,28,0,0,0,-2,42,0,0,0,2,68,0,0,0,0,37,0,0,0,5,31,1,0,0,0,14,0,0,0,0
B.DE.2016.1HD8K_W4_070116PL3_C6_S63.KY324786,29,0,0,0,-3,42,0,0,0,2,69,0,0,0,-1,37,0,0,0,6,31,0,0,0,-1,14,0,0,0,0
B.DE.2016.1HD8K_W4_070116PL3_G12_S77.KY324794,31,0,0,0,-4,42,0,0,0,1,71,0,0,0,-3,37,0,0,0,6,27,0,0,0,0,14,1,0,0,0
B.DE.2016.1HD8K_W4_070116PL3_H8_S80.KY324798,32,0,0,0,-2,42,0,0,0,2,72,0,0,0,0,37,0,0,0,7,27,0,0,0,0,14,0,0,0,0
B.DE.2016.1HD8K_W4_070116PL4_E1_S86.KY324801,32,0,0,0,-2,42,0,0,0,2,72,0,0,0,0,37,0,0,0,7,34,0,0,0,1,13,0,0,0,-1
B.DE.2016.1HD8K_W4_070116PL4_E9_S87.KY324802,30,0,0,0,-1,42,0,0,0,2,70,0,0,0,1,37,0,0,0,6,32,0,0,0,0,14,1,0,0,0
B.DE.2016.1HD8K_W4_070116PL4_F7_S89.KY324803,31,0,0,0,-4,42,0,0,0,1,71,0,0,0,-3,37,0,0,0,6,34,1,0,0,0,14,1,0,0,0
B.DE.2016.1HD9K_D0_070816_B3_S30.KY324807,30,0,0,0,0,43,0,0,0,2,71,0,0,0,2,37,0,0,0,6,29,0,0,0,0,16,0,0,0,1
B.DE.2016.1HD9K_D0_070816_C3_S35.KY324810,30,0,0,0,0,43,0,0,0,2,71,0,0,0,2,37,0,0,0,6,29,0,0,0,1,16,0,0,0,1
B.DE.2016.1HD9K_D0_071116PL6_A10_S86.KY324822,30,0,0,0,0,43,0,0,0,2,71,0,0,0,2,37,0,0,0,6,29,0,0,0,1,13,0,0,0,-2
B.DE.2016.9253_PRE_F22.MH575570,27,0,0,0,-3,48,0,0,0,0,73,0,0,0,-3,37,0,0,0,5,29,0,0,0,-1,14,0,0,0,-2
B.DE.2016.9253_PRE_J18.MH575578,29,0,0,0,-1,48,0,0,0,-1,75,0,0,0,-2,37,0,0,0,5,31,0,0,0,-1,14,0,0,0,-2
B.DE.2016.9254_W12_12A13.MH575532,38,0,0,0,-2,44,0,0,0,4,80,0,0,0,2,37,0,0,0,6,32,0,0,0,-2,14,0,0,0,-1
B.DE.2016.9254_W12_12A5.MH575531,38,0,0,0,-2,44,0,0,0,4,80,0,0,0,2,37,0,0,0,6,32,0,0,0,-2,14,0,0,0,-1
B.DE.2016.9255_PRE_A23.MH575409,20,0,0,0,1,48,0,0,0,2,66,0,0,0,3,37,0,0,0,5,29,0,0,0,0,11,0,0,0,-2
B.DE.2016.9255_PRE_B1.MH575410,18,0,0,0,-1,48,0,0,0,3,64,0,0,0,2,37,0,0,0,4,29,0,0,0,0,11,0,0,0,-2
B.DE.2017.IDC561_C08.MN871329,45,0,0,0,3,41,0,0,0,2,84,0,0,0,5,37,0,0,0,5,31,0,0,0,-3,15,0,0,0,0
B.DE.2017.IDC561_F12.MN871332,41,0,0,0,1,41,0,0,0,2,80,0,0,0,3,37,0,0,0,5,33,0,0,0,-2,15,0,0,0,0
B.DE.2017.IDC561_G09.MN871330,42,0,0,0,0,41,0,0,0,1,81,0,0,0,1,37,0,0,0,5,29,1,0,0,1,15,0,0,0,0
B.DE.2017.IDC561_G10.MN871328,45,0,0,0,3,41,0,0,0,2,84,0,0,0,5,37,0,0,0,5,31,0,0,0,-3,15,0,0,0,0
B.DE.2017.IDC561_H05.MN871333,39,0,0,0,1,41,0,0,0,1,78,0,0,0,2,37,0,0,0,5,32,1,0,0,-1,14,0,0,0,0
B.DE.2017.IDC561_H08.MN871331,42,0,0,0,2,41,0,0,0,3,81,0,0,0,5,37,0,0,0,5,33,1,0,0,-1,14,0,0,0,0
B.DO.2008.X2348_C2_8.FJ817365,27,1,0,0,-3,40,0,0,0,2,65,1,0,0,-1,37,0,0,0,6,29,0,0,0,-1,12,0,0,0,0
B.ES.2007.X2278_C2_B6.FJ817366,31,1,0,0,-1,41,0,0,0,2,70,1,0,0,1,37,0,0,0,4,31,0,0,0,0,12,0,0,0,-1
B.FR.1983.HXB2.K03455,29,0,0,0,1,41,0,0,0,1,68,0,0,0,2,38,0,0,0,10,34,0,0,0,-3,12,0,0,0,-1
B.FR.1983.LAI.K02013,34,0,0,0,-1,41,0,0,0,0,73,0,0,0,-1,38,0,0,0,9,34,0,0,0,-3,12,0,0,0,0
B.FR.1985.NL43.AY669735,29,0,0,0,1,39,0,0,0,1,66,0,0,0,2,38,0,0,0,9,34,0,0,0,-3,12,0,0,0,0
B.FR.x.BX08_16.GQ855765,22,0,0,0,-1,41,0,0,0,2,61,0,0,0,1,37,0,0,0,5,29,0,0,0,-2,14,0,0,0,0
B.HT.1992.HT593_1.U08444,50,0,0,0,-3,45,0,0,0,1,93,0,0,0,-2,36,1,0,0,8,29,0,0,0,-4,14,0,0,0,1
B.IT.1995.TRO_11.AY835445,34,0,0,0,0,45,0,0,0,2,77,0,0,0,2,37,0,0,0,5,30,1,0,0,-2,13,1,0,0,0
B.IT.1996.PVO_4.AY835444,33,0,1,0,2,51,1,0,0,0,82,1,1,0,2,37,0,0,0,4,33,0,0,0,-3,11,0,0,0,0
B.JP.x.MOKW.AB262959,32,0,0,0,-1,46,0,0,0,-1,76,0,0,0,-2,37,0,0,0,7,32,0,0,0,0,12,0,0,0,0
B.NL.1986.AMC009_1B5.PP544519,34,0,0,0,-1,43,0,0,0,0,75,0,0,0,-1,37,0,0,0,6,28,0,0,0,-2,15,0,0,0,-1
B.NL.1989.AMC011.PP544654,33,0,0,0,0,41,0,0,0,2,72,0,0,0,2,37,0,0,0,5,27,0,0,0,-1,13,0,0,0,1
B.NL.x.W61D_TCLA_71.HM215359,31,0,0,0,-2,49,0,0,0,2,78,0,0,0,0,37,0,0,0,8,29,0,0,0,-3,16,0,0,0,-3
B.PE.2017.V704_1802_080SN_01.ON980908,30,0,0,0,0,46,1,0,0,3,74,1,0,0,3,36,0,0,0,5,33,0,0,0,-1,12,1,0,0,0
B.PE.2017.V704_1802_080SN_02.ON980909,30,0,0,0,0,46,1,0,0,3,74,1,0,0,3,36,0,0,0,5,33,0,0,0,-1,12,1,0,0,0
B.PE.2017.V704_1716_090SN.ON980899,39,1,0,0,-1,44,0,0,0,-1,81,1,0,0,-2,37,0,0,0,5,30,0,0,0,-2,13,0,0,0,0
B.PE.2017.V704_2685_080SN.ON980948,32,0,0,0,0,41,1,0,0,2,71,1,0,0,2,37,0,0,0,5,36,0,0,0,-1,12,0,0,0,0
B.PE.2017.V704_2767_070SN.ON980949,35,0,0,0,0,42,0,0,0,1,75,0,0,0,1,37,0,0,0,3,25,0,0,0,1,12,0,0,0,-1
B.PE.2017.V704_0562_160EN01.ON980831,33,0,0,0,0,42,1,0,0,1,73,1,0,0,1,37,0,0,0,8,32,0,0,0,-1,16,0,0,0,-1
B.PE.2017.V704_0562_160EN02.ON980832,39,1,0,0,-1,42,0,0,0,1,79,1,0,0,0,37,0,0,0,8,32,0,0,0,-1,16,0,0,0,-2
B.PE.2017.V704_0562_160EN04.ON980833,37,0,0,0,-2,42,0,0,0,2,77,0,0,0,0,37,0,0,0,8,32,0,0,0,-1,14,0,0,0,0
B.PE.2017.V704_0562_160_RE_PBLIB003_S.ON980830,39,1,0,0,-1,42,0,0,0,1,79,1,0,0,0,37,0,0,0,8,32,0,0,0,-1,16,0,0,0,-2
B.PE.2017.V704_1236_060_ESN1.ON980879,33,0,0,0,-1,41,1,0,0,2,72,1,0,0,1,37,0,0,0,7,34,0,0,0,2,14,1,0,0,-4
B.PE.2018.V704_0175_100SN.ON980819,24,0,0,0,-1,48,1,0,0,-2,70,1,0,0,-3,37,0,0,0,5,30,0,0,0,-2,19,0,0,0,0
B.PE.2018.V704_0985_100SN.ON980867,31,1,0,0,-1,43,0,0,0,2,72,1,0,0,1,37,0,0,0,7,34,0,0,0,-2,14,0,0,0,-1
B.PE.2018.V704_1236_070ESN.ON980880,33,0,0,0,0,45,0,0,0,4,76,0,0,0,4,37,0,0,0,6,30,0,0,0,-1,16,0,0,0,0
B.PE.2018.V704_1706_050SN.ON980897,36,0,0,0,-5,46,1,0,0,2,80,1,0,0,-3,36,0,0,0,5,34,0,0,0,-2,13,0,0,0,0
B.PE.2018.V704_0644_060SN_PRELIMSEQ.ON980839,41,0,0,0,0,40,0,0,0,-1,79,0,0,0,-1,36,0,0,0,7,35,0,0,0,0,13,0,0,0,-1
B.PE.2018.V704_0847_030_ESN_01T.ON980852,31,0,0,0,-3,44,1,0,0,1,73,1,0,0,-2,37,0,0,0,7,33,0,0,0,0,14,0,0,0,-1
B.PE.2018.V704_0847_030_ESN_02C.ON980853,31,0,0,0,-3,44,1,0,0,1,73,1,0,0,-2,37,0,0,0,7,33,0,0,0,0,14,0,0,0,-1
B.PE.2018.V704_0575_060_ESN1A.ON980834,27,0,0,0,0,46,1,0,0,2,71,1,0,0,2,36,0,0,0,4,31,0,0,0,-2,13,0,0,0,0
B.PE.2018.V704_0575_060_ESN2T.ON980835,27,0,0,0,0,46,1,0,0,2,71,1,0,0,2,36,0,0,0,4,31,0,0,0,-2,13,0,0,0,0
B.PE.2018.V704_0575_060_RE_P002S.ON980836,27,0,0,0,0,46,1,0,0,2,71,1,0,0,2,36,0,0,0,4,31,0,0,0,-2,13,0,0,0,0
B.PE.2018.V704_0855_080_ESN.ON980854,30,0,0,0,-2,48,1,0,0,2,76,1,0,0,0,36,0,0,0,5,31,0,0,0,-3,15,0,0,0,-1
B.PE.2018.V704_1332_120_RE_PB001_S.ON980882,33,0,0,0,1,41,1,0,0,2,72,1,0,0,3,37,0,0,0,2,28,0,0,0,0,12,0,0,0,0
B.PE.2018.V704_2408_040_ESN.ON980931,30,1,0,0,-4,39,0,0,0,3,67,1,0,0,-1,37,0,0,0,6,30,0,0,0,0,14,0,0,0,1
B.PE.2018.V704_3083_040_ESN.ON980967,30,0,0,0,-2,43,0,0,0,2,71,0,0,0,0,37,0,0,0,7,31,0,0,0,-1,14,0,0,0,-1
B.PE.2018.V704_2150_230_RE_E05S.ON980923,36,0,1,0,0,39,0,0,0,-1,73,0,1,0,-1,36,0,0,0,5,32,0,0,0,0,12,0,0,0,-2
B.PE.2018.V704_2164_030_ESN.ON980924,41,1,0,0,-2,42,0,0,0,1,81,1,0,0,-1,37,0,0,0,3,33,0,0,0,-1,22,0,0,0,-1
B.PE.2018.V704_2164_030_RE_P002S.ON980925,41,1,0,0,-2,42,0,0,0,1,81,1,0,0,-1,37,0,0,0,3,33,0,0,0,-1,22,0,0,0,-1
B.PE.2018.V704_3008_040ESN.ON980965,24,0,0,0,2,39,0,0,0,-2,61,0,0,0,0,37,0,0,0,9,36,0,0,0,-2,15,0,0,0,-2
B.PE.2018.V704_0340_150ESN.ON980822,35,0,0,0,-1,42,0,0,0,1,75,0,0,0,0,37,0,0,0,4,25,0,0,0,0,12,0,0,0,-1
