Name,Length,Glyco(Nx[ST]),NP[ST],NN[ST][ST],Charge
A1.KE.1994.Q842_D12.AF407160,12,0,0,0,1
A1.KE.1994.Q842_D14.AF407161,12,0,0,0,1
A1.KE.1994.Q842_D16.AF407162,12,0,0,0,0
A1.KE.1994.Q23_17.AF004885,12,0,0,0,0
A1.KE.1994.Q23_17_N332A.,12,0,0,0,0
A1.KE.1994.Q259_17.AF407152,12,1,0,0,0
A1.KE.1994.Q259_D2_26.AF407153,12,0,0,0,-1
A1.KE.1994.Q259_W6.AF407151,12,0,0,0,0
A1.KE.1994.BF520_W14_E3.KX168096,12,0,0,0,1
A1.KE.1995.Q461_C2.AF407154,11,0,0,0,-2
A1.KE.1995.Q461_D1_PNS0D.AF407155,11,0,0,0,-2
A1.KE.1995.Q461_E2.AF407156,11,0,0,0,-2
A1.KE.1996.Q769_B9_PNS79D.AF407157,12,0,0,0,-1
A1.KE.1996.Q769_D22.AF407158,12,0,0,0,-1
A1.KE.1996.Q769_H5.AF407159,14,0,0,0,-2
A1.KE.1996.QB726_70M_B3.FJ866111,11,0,0,0,0
A1.KE.1996.QB726_70M_C4.FJ866112,11,0,0,0,0
A1.KE.1997.QA255_21P_A15.MW383929,14,1,0,0,1
A1.KE.1997.QA255_21P_A17.MW383930,14,1,0,0,1
A1.KE.2000.KER2008_12.AY736809,11,0,0,0,0
A1.KE.2000.KER2018_11.AY736810,15,0,0,0,1
A1.KE.2000.KNH1144.AF457066,13,0,0,0,-1
A1.KE.2000.KNH1209_18.AY736813,12,0,0,0,0
A1.KE.2004.QG984_21M_A3.FJ866117,12,1,0,0,0
A1.KE.2005.851891_4_15.KT022376,12,0,0,0,-2
A1.KE.2005.QF495_23M_A1.FJ866113,12,0,0,0,0
A1.KE.2005.QF495_23M_A3.FJ866114,12,0,0,0,0
A1.KE.2005.QF495_23M_B2.FJ866115,12,0,0,0,0
A1.KE.2005.QF495_23M_D1.FJ866116,12,0,0,0,0
A1.KE.2005.QH343_21M_A10.FJ866119,16,0,0,0,-1
A1.KE.2005.QH343_21M_B5.FJ866120,16,0,0,0,-1
A1.KE.2005.QH359_21M_C1.FJ866121,11,0,0,0,0
A1.KE.2005.QH359_21M_D1.FJ866122,11,0,0,0,0
A1.KE.2005.QH209_14M_A2.FJ866118,12,0,0,0,-3
A1.KE.2007.21020_13.HM215275,13,0,0,0,0
A1.KE.x.BB201_B42.DQ187171,12,0,0,0,0
A1.KE.x.BB539_2B13.DQ187240,14,0,0,0,-2
A1.KE.x.BI206_W6P_A1.DQ208465,12,1,0,0,-1
A1.KE.x.BI369_9A.DQ187019,12,0,0,0,0
A1.KE.x.BJ613_E1.DQ208448,12,0,0,0,-1
A1.KE.x.MB201_A1.DQ187026,12,0,0,0,0
A1.KE.x.MB539_2B7.DQ187082,14,0,0,0,-2
A1.KE.x.MG505_W0_E1.DQ208453,12,0,0,0,0
A1.KE.x.MG505_W0M_A2.DQ208449,12,0,0,0,0
A1.KE.x.MG505_W0M_C2.DQ208451,12,0,0,0,0
A1.KE.x.MG505_W0M_H3.DQ208455,12,1,0,0,0
A1.KE.x.MI206_W0M_B1.DQ208460,12,0,0,0,-1
A1.KE.x.MI206_W0M_D1.DQ208462,12,0,0,0,-1
A1.KE.x.MI369_A5.DQ187018,12,0,0,0,0
A1.KE.x.MJ613_W1M_A2.DQ208444,14,0,0,0,0
A1.KE.x.MJ613_W1M_B1.DQ208445,13,0,0,0,0
A1.KE.x.MJ613_W1M_C7.DQ208446,13,0,0,0,0
A1.RW.1992.92RW008.AY669703,11,0,0,0,0
A1.RW.1992.92RW020_2.EU855131,11,1,0,0,0
A1.RW.1992.92RW020_2_T303A.,11,1,0,0,0
A1.RW.1992.92RW020_5.U08794,11,1,0,0,0
A1.RW.1993.93RW029.AY669697,15,0,0,0,-1
A1.RW.2007.R18553.HM215434,13,0,0,0,0
A1.RW.2007.R880F.JX236678,13,0,0,0,-2
A1.TZ.2002.783_V0_C51.HM215347,12,0,0,0,0
A1.TZ.2003.3415_V1_C1.HM215299,11,1,0,0,-1
A1.TZ.2003.783_V1_C21.HM215348,12,0,0,0,0
A1.TZ.2004.3365_V2_C20.HM215298,13,1,0,0,0
A1.TZ.2004.3718_3_11.HM215306,10,0,0,0,-2
A1.TZ.2005.0260_V5_C1.HM215255,13,1,0,0,-1
A1.TZ.2005.0260_V5_C36.HM215256,13,1,0,0,-1
A1.TZ.2005.0330_V4_C3.HM215257,15,0,0,0,0
A1.TZ.2005.0439_V5_C1.HM215258,11,0,0,0,0
A1.TZ.2006.6592_V7_C25.HM215334,14,0,0,0,2
A1.TZ.2008.CH0219_E4.HM204621,11,0,0,0,1
A1.TZ.x.398_F1_F6_20.HM215312,13,0,0,0,0
A1.UG.1992.92UG031.AY669701,15,0,0,0,-1
A1.UG.1992.UG037_8.U09127,12,0,0,0,0
A1.UG.1992.UG037_8_K651N.,12,0,0,0,0
A1.UG.1993.93UG077.AY669704,12,0,0,0,-1
A1.UG.1994.94UG103.AY669705,12,0,0,0,0
A1.UG.2007.191084_B7_19.HM215266,12,0,0,0,-1
A1.UG.2007.191845_B11.HM215271,21,1,0,0,0
A1.UG.2007.191955_A11.HM215272,12,0,0,0,-2
A1.UG.2007.9004SS_A3_4.HM215350,13,0,0,0,0
A1.ZA.2004.CT533_T23B_36.JN681235,13,1,0,0,-1
A1..x.SHIV_BG505_T332N_S375Y.,12,0,0,0,0
A1A3.CH.2009.S32224_174WK_C33.PQ282672,13,0,0,0,2
A1C.IN.2006.3_J16.EU908217,13,0,0,0,1
A1C.IN.2007.3_3_J9.GU945313,12,0,0,0,0
A1C.IN.2007.3_5_J25.GU945314,12,0,0,0,0
A1C.IN.2007.3_5_J38.GU945315,12,0,0,0,0
A1C.IN.2021.TSG21N01N025.OZ241688,9,0,0,0,-1
A1C.IN.2022.TSG22Y03A0015_B15.OZ241506,15,1,0,0,0
A1C.KE.1994.94KE105.AY669768,13,0,0,0,0
A1C.KE.2007.21023_B4.HM215276,12,0,0,0,-2
A1C.RW.1992.92RW009.AY669700,12,1,0,0,0
A1C.RW.1992.92RW009_N276D.,12,1,0,0,0
A1C.RW.1992.92RW026.AY669702,12,0,0,0,0
A1C.TZ.2000.246_F3_C10_2.HM215279,12,0,0,0,1
A1C.TZ.2003.3589_V1_C4.HM215304,13,1,0,0,-1
A1C.TZ.2004.6041_V3_C23.HM215321,10,0,0,0,-1
A1C.TZ.2004.6540_V4_C1.HM215330,12,0,0,0,-1
A1C.TZ.2004.6545_V3_C13.HM215331,12,0,0,0,-1
A1C.TZ.2005.0735_V4_C1.HM215259,12,1,0,0,-1
A1C.TZ.2005.6545_V4_C1.HM215332,12,0,0,0,0
A1C.TZ.2006.3812_V6_C05.HM215309,13,0,0,0,0
A1C.TZ.x.216_F2_E3_5.HM215277,12,1,0,0,0
A1C.TZ.x.477_F3_13_55.HM215315,11,0,0,0,0
A1C.ZA.2018.V703_0109_210S.ON890942,14,0,0,0,-1
A1CD.KE.x.BJ412_W6M_S3.DQ208443,12,0,0,0,-2
A1CD.KE.x.MJ412_W0M_C1.DQ208436,12,0,0,0,-2
A1CD.KE.x.MJ412_W0M_F2.DQ208439,12,0,0,0,-2
A1CD.RW.1992.92RW024.AY669699,14,0,0,0,-1
A1CD.TZ.2004.3103_V3_C10.HM215288,17,0,0,0,1
A1CD.UG.2006.270015_J5_1.HM215280,12,0,0,0,0
A1CD.US.2017.V704_0662_190SN.ON980841,12,0,0,0,1
A1D.CH.2008.S5206G5_581WK_C51.PQ282686,12,1,0,0,0
A1D.KE.1995.Q168_A2.AF407148,12,1,0,0,0
A1D.KE.1995.Q168_B23.AF407149,12,1,0,0,0
A1D.KE.1996.QA790_204I_A4.FJ866124,12,0,0,0,1
A1D.KE.1996.QA790_204I_C1.FJ866125,12,0,0,0,1
A1D.KE.1996.QA790_204I_C8.FJ866126,12,0,0,0,1
A1D.KE.1996.QA790_204I_E2.FJ866127,12,0,0,0,1
A1D.KE.x.BF535_A1.DQ208431,12,0,0,0,-1
A1D.KE.x.BL035_W6M_A1.DQ208478,14,0,0,0,0
A1D.KE.x.BL035_W6M_C1.DQ208480,14,0,0,0,0
A1D.KE.x.BL274_W6M_A3.DQ208499,12,1,0,0,0
A1D.KE.x.BS208_B1.KX364401,11,0,0,0,0
A1D.KE.x.MF535_W0M_B1.DQ208425,12,0,0,0,0
A1D.KE.x.MF535_W0M_E2.DQ208428,12,0,0,0,-1
A1D.KE.x.ML035_W0M_I2.DQ208475,13,0,0,0,0
A1D.KE.x.ML274_W0M_A1.DQ208492,12,1,0,0,0
A1D.KE.x.ML274_W0M_B1.DQ208493,12,0,0,0,-1
A1D.KE.x.ML274_W0M_F1.DQ208497,12,1,0,0,0
A1D.KE.x.MS208_A1.DQ187010,11,0,0,0,0
A1D.KE.x.MS208_A3.,11,0,0,0,0
A1D.TZ.2003.3468_V1_C12.HM215301,12,0,0,0,-1
A1D.TZ.2003.6095_V1_C10.HM215323,13,0,0,0,-1
A1D.TZ.2004.0815_V3_C3.HM215260,12,0,0,0,0
A1D.TZ.2005.0907_V4_C12.HM215261,11,0,0,0,0
A1D.UG.1992.92UG035.AY669755,12,0,0,0,-1
A1D.UG.2007.192018_B1_9.HM215273,14,0,0,0,0
A1D.UG.2007.193003_B10.HM215274,12,0,0,0,-1
A1G.CM.2004.T252_7.PV576768,12,1,0,0,0
A1G.ES.2009.EX15_B5.GQ862780,16,1,0,0,-1
ASC.UG.2010.SIV_ASC_RT11.KJ461714,10,0,0,0,0
B.BR.1990.BZ167_12.GQ855764,12,0,0,0,-1
B.BR.1992.92BR020.AY669718,13,0,0,0,-1
B.BR.2019.V704_2834_210_RE_PB001_S.ON980954,12,0,0,0,-2
B.BR.2019.V704_2834_210_RE_PB002_S.ON980955,12,0,0,0,-2
B.BR.x.VLGC_B3.AY669720,13,0,0,0,1
B.CH.1995.S31522_147WK_C20.PQ282670,10,0,0,0,-1
B.CH.1995.S51603_618WK_C58.PQ282681,14,0,0,0,-1
B.CH.1996.S52026_432WK_C83.PQ282687,14,0,0,0,0
B.CH.1999.S50216_677WK_C68.PQ282684,12,0,0,0,-1
B.CH.2000.S50804_770WK_C17.PQ282696,12,0,0,0,-1
B.CH.2001.S30108_217WK_C42.PQ282669,12,0,0,0,-2
B.CH.2001.S50252_603WK_C11.PQ282685,13,0,0,0,0
B.CH.2001.S50514_891WK_C4.PQ282692,22,0,0,0,0
B.CH.2001.S52624_272WK_C6.PQ282689,14,0,0,0,0
B.CH.2001.NAB01.EU023918,14,0,0,0,1
B.CH.2001.NAB9PRE_CL_106.EU023928,13,0,0,0,0
B.CH.2002.S30755_540WK_C48.PQ282679,18,1,0,0,0
B.CH.2002.S50901_909WK_C2.PQ282697,14,0,0,0,0
B.CH.2003.S50408_1083WK_C40.PQ282691,12,0,0,0,2
B.CH.2003.S51434_865WK_C3.PQ282680,17,0,0,0,-1
B.CH.2003.S5213G5_230WK_C27.PQ282683,12,0,0,0,0
B.CH.2003.NAB5PRE_CL_1.EU023923,14,0,0,0,0
B.CH.2006.S50741_847WK_C12.PQ282695,12,1,0,0,-1
B.CH.2007.S30725_597WK_C70.PQ282677,12,0,0,0,0
B.CH.2007.S52725_275WK_C19.PQ282690,14,0,0,0,0
B.CH.2011.R282_3_4_CL56.MH714324,13,0,0,0,0
B.CH.2011.S30655_204WK_C26.PQ282668,11,0,0,0,0
B.CH.2011.S50616_1071WK_C57.PQ282693,15,0,0,0,0
B.CH.2012.S32405_230WK_C34.PQ282673,14,0,0,0,0
B.CH.2012.T282_3_8_CL82.MH714327,15,0,0,0,-2
B.CH.x.NAB01_C14.KX673207,14,0,0,0,1
B.CH.x.NAB01_C14_REV.KX673208,14,0,0,0,1
B.CH.x.NAB01_C21.KX673209,12,0,0,0,0
B.CH.x.NAB01_C21_REV.KX673210,12,0,0,0,0
B.CH.x.NAB01_C24.KX673211,12,0,0,0,0
B.CH.x.NAB01_C24_REV.KX673212,12,0,0,0,1
B.CH.x.NAB01_PA.KX673206,14,0,0,0,1
B.CH.x.ZENV07_0504_15.KU600814,15,0,0,0,-2
B.CH.x.ZENV16_1202_7.KU600818,12,0,0,0,0
B.CH.x.ZENV91_0505_12.KU600815,15,0,0,0,-1
B.CN.2003.B01.EU363825,13,0,0,0,-1
B.CN.2003.B02.EU363826,13,0,0,0,0
B.CN.2003.B03.EU363827,14,0,0,0,0
B.CN.2004.CNE10.HM215397,14,0,0,0,-2
B.CN.2004.CNE12.HM215399,13,0,0,0,0
B.CN.2004.CNE14.HM215400,13,0,0,0,-2
B.CN.2004.CNE64.HQ699979,15,0,0,0,-1
B.CN.2005.CNE11.HM215398,13,0,0,0,-2
B.CN.2005.CNE57.HM215420,13,0,0,0,0
B.CN.2005.CNE9.HM215428,13,0,0,0,-1
B.CN.2005.DRVI01_0507_12.MK053944,12,0,0,0,-1
B.CN.2005.DRVI01_0507_13.MK053945,12,0,0,0,-1
B.CN.2005.DRVI01_0507_14.MK053946,13,0,0,0,2
B.CN.2005.DRVI01_0507_15.MK053947,13,0,0,0,0
B.CN.2005.DRVI01_0507_16.MK053948,13,0,0,0,0
B.CN.2005.CBJC504_05_02.PP115997,14,0,0,0,1
B.CN.2005.CBJC504_05_03.PP115998,14,0,0,0,-1
B.CN.2005.CBJC504_05_04.PP115999,14,0,0,0,1
B.CN.2005.CBJC504_05_05.PP116000,14,0,0,0,-1
B.CN.2005.CBJC504_05_06.PP116001,14,0,0,0,-1
B.CN.2005.CBJC504_05_07.PP116002,14,0,0,0,1
B.CN.2005.CBJC504_05_08.PP116003,12,0,0,0,0
B.CN.2005.CBJC504_05_13.PP116008,12,0,0,0,-2
B.CN.2005.CBJC504_05_34.PP116029,14,0,0,0,1
B.CN.2005.CBJC515_05_16.MF591588,12,0,0,0,-1
B.CN.2005.CBJC515_05_17.MF591589,12,0,0,0,-1
B.CN.2005.CBJC515_05_18.MF591590,12,0,0,0,-1
B.CN.2005.CBJC515_05_19.MF591591,12,0,0,0,-1
B.CN.2005.CBJC515_05_20.MF591593,12,0,0,0,-1
B.CN.2005.CBJC515_05_21.MF591594,12,0,0,0,-1
B.CN.2005.CBJC515_05_22.MF591595,12,0,0,0,-1
B.CN.2005.CBJC515_05_23.MF591596,12,0,0,0,-1
B.CN.2005.CBJC515_05_24.MF591597,12,0,0,0,-1
B.CN.2005.CBJC515_05_25.MF591598,12,0,0,0,-1
B.CN.2005.CBJC515_05_26.MF591599,16,0,0,0,-1
B.CN.2006.B04.EU363828,15,0,0,0,-2
B.CN.2006.B05.EU363829,12,0,0,0,-1
B.CN.2006.CNE1.HQ699949,12,0,0,0,-3
B.CN.2006.CNE4.HM215413,15,0,0,0,0
B.CN.2006.CNE6.HM215423,11,0,0,0,-1
B.CN.2006.CNHLJBF06044.EU131805,12,0,0,0,-1
B.CN.2006.CNHLJBM06050.EU131798,16,1,0,0,-1
B.CN.2006.CBJC504_06_01.OQ389758,12,0,0,0,3
B.CN.2006.CBJC504_06_02.OQ389759,12,0,0,0,-2
B.CN.2006.CBJC504_06_07.OQ389764,12,0,0,0,0
B.CN.2006.CBJC504_06_12.OQ389769,13,0,0,0,-2
B.CN.2006.CBJC504_06_13.OQ389770,12,0,0,0,-1
B.CN.2006.CBJC504_06_14.OQ389771,12,0,0,0,-1
B.CN.2006.CBJC504_06_20.OQ389777,12,0,0,0,0
B.CN.2006.CBJC504_06_24.OQ389781,12,0,0,0,0
B.CN.2006.CBJC515_06_20.MF591619,12,0,0,0,-1
B.CN.2006.CBJC515_06_21.MF591620,12,0,0,0,-1
B.CN.2006.CBJC515_06_22.MF591621,12,0,0,0,-1
B.CN.2006.CBJC515_06_23.MF591622,12,0,0,0,-1
B.CN.2007.BJOX003000_19_1.HM215365,14,0,0,0,-1
B.CN.2007.BJOX006000_13_3.HM215369,17,0,0,0,-2
B.CN.2007.BJOX007000_02_3.HM215370,15,0,0,0,0
B.CN.2007.BJOX020000_03_3.HM215382,14,0,0,0,1
B.CN.2007.BJOX022000_02_3.HM215384,13,0,0,0,-1
B.CN.2008.BJOX035000_04_8.HM215395,16,0,0,0,-1
B.CN.2008.DRVI01_0803_11.MK054029,13,0,0,0,-1
B.CN.2008.DRVI01_0803_12.MK054030,13,0,0,0,-1
B.CN.2008.DRVI01_0803_13.MK054031,13,0,0,0,-1
B.CN.2008.DRVI01_0803_14.MK054032,13,0,0,0,-1
B.CN.2008.DRVI01_0803_15.MK054033,13,0,0,0,-1
B.CN.2008.DRVI01_0803_16.MK054034,12,0,0,0,-1
B.CN.2008.CBJC515_08_22.MF591660,12,0,0,0,0
B.CN.2008.CBJC515_08_23.MF591661,12,0,0,0,0
B.CN.2008.CBJC515_08_24.MF591662,12,0,0,0,-1
B.CN.2008.CBJC515_08_25.MF591663,12,0,0,0,-1
B.CN.2008.CBJC515_08_26.MF591664,12,0,0,0,0
B.CN.2008.CBJC515_08_27.MF591665,12,0,0,0,0
B.CN.2008.CBJC515_08_28.MF591666,12,0,0,0,0
B.CN.2008.CBJC515_08_29.MF591667,12,0,0,0,-1
B.CN.2008.CBJC515_08_30.MF591669,12,0,0,0,0
B.CN.2008.CBJC515_08_31.MF591670,12,0,0,0,-3
B.CN.2008.CBJC515_08_32.MF591671,12,0,0,0,0
B.CN.2008.CBJC515_08_33.MF591672,12,0,0,0,0
B.CN.2008.CBJC515_08_34.MF591673,12,0,0,0,-1
B.CN.2009.CBJC504_09_04.OQ389786,18,0,0,0,-2
B.CN.2009.CBJC504_09_05.OQ389787,12,0,0,0,0
B.CN.2009.CBJC504_09_07.OQ389789,10,0,0,0,1
B.CN.2009.CBJC504_09_08.OQ389790,13,0,0,0,-3
B.CN.2009.CBJC504_09_21.OQ389802,12,0,0,0,0
B.CN.2009.CBJC504_09_22.OQ389803,12,0,0,0,0
B.CN.2009.DRVI01_0912_2.MK054067,12,0,0,0,-1
B.CN.2009.DRVI01_0912_5.MK054068,13,0,0,0,-1
B.CN.2009.DRVI01_0912_6.MK054069,13,0,0,0,-1
B.CN.2009.DRVI01_0912_7.MK054070,13,0,0,0,-1
B.CN.x.B06.EU363830,16,0,0,0,-1
B.CN.x.BJ168_17.MN617378,14,0,0,0,0
B.CN.x.BJ171_13.MN617379,13,0,0,0,0
B.CN.x.BJ175_4.MN617380,12,0,0,0,-1
B.CN.x.BJ176_1.MN617381,12,0,0,0,-1
B.CN.x.BJ23_1.MN617361,12,0,0,0,0
B.CN.x.BJ33_11.MN642094,13,0,0,0,-1
B.CN.x.BJ39_14.MN617376,12,0,0,0,0
B.CN.x.BJYA105_5.MN617383,14,0,0,0,0
B.CN.x.BJYA109_9.MN617384,13,1,0,0,0
B.CN.x.BJYA119_6.MN617385,14,0,0,0,-1
B.CN.x.BJYA144_8.MN617386,16,0,0,0,0
B.CN.x.BJYA174_16.MN617387,12,0,0,0,-1
B.CN.x.BJYA180_8.MN617388,13,0,0,0,-2
B.CN.x.BJYA187_8.MN617389,14,0,0,0,-1
B.CN.x.BJYA192_4.MN617390,12,0,0,0,0
B.CN.x.BJYA194_5.MN617391,15,0,0,0,-1
B.CN.x.HEB46_6.MN617382,12,0,0,0,-3
B.CN.x.HEB5_10.MN617374,12,0,0,0,0
B.CN.x.HEB87_2.MN617377,13,0,0,0,0
B.CN.x.HN15A_27.MN642096,12,1,0,0,0
B.CN.x.HN18A_41.MN642097,15,0,0,0,-1
B.CN.x.HN40_40.MN642098,13,0,0,0,-1
B.CN.x.HN6A_40.MN642095,15,0,0,0,-3
B.CN.x.HUB32_3.MN617375,16,0,0,0,0
B.DE.2016.1HD4K_D0_061516_E3_S53.KY324517,17,0,0,0,-2
B.DE.2016.1HD4K_D0_061516_F7_S57.KY324521,14,0,0,0,1
B.DE.2016.1HD4K_D0_061616PL1_D4_S83.KY324529,15,0,0,0,1
B.DE.2016.1HD4K_D0_061616PL2_A4_S53.KY324536,25,0,0,0,1
B.DE.2016.1HD4K_D0_061616PL2_C2_S57.KY324539,15,0,0,0,1
B.DE.2016.1HD4K_W4_062316PL3_A3_S25.KY324569,25,0,0,0,1
B.DE.2016.1HD4K_W4_062316PL3_B1_S27.KY324572,15,0,0,0,1
B.DE.2016.1HD4K_W4_062316PL3_B9_S29.KY324574,25,1,0,0,0
B.DE.2016.1HD4K_W4_062316PL4_A11_S47.KY324583,25,1,0,0,0
B.DE.2016.1HD4K_W4_062316PL4_A3_S44.KY324584,15,0,0,0,1
B.DE.2016.1HD5K_D0_061016_C5_S3.KY324594,14,0,0,0,1
B.DE.2016.1HD5K_D0_061416PL1_F1_S17.KY324599,14,0,0,0,1
B.DE.2016.1HD5K_D0_061416PL2_D11_S27.KY324603,14,0,0,0,1
B.DE.2016.1HD5K_D0_061416PL2_D12_S28.KY324604,14,0,0,0,1
B.DE.2016.1HD5K_D0_061616_F6_S42.KY324615,14,0,0,0,1
B.DE.2016.1HD5K_W4_061416_A6_S32E.KY324621,14,0,0,0,1
B.DE.2016.1HD5K_W4_061616_A12_S44.KY324625,14,0,0,0,1
B.DE.2016.1HD5K_W4_061616_C11_S49.KY324628,14,0,0,0,1
B.DE.2016.1HD5K_W4_061616_C12_S50.KY324629,14,0,0,0,1
B.DE.2016.1HD5K_W4_062316_D10_S59.KY324633,14,0,0,0,1
B.DE.2016.1HD5K_W4_062916_A6_S61.KY324635,14,0,0,0,1
B.DE.2016.1HD6K_D0_061016_B3_S9.KY324642,13,0,0,0,0
B.DE.2016.1HD6K_D0_061416_F12_S50.KY324655,13,0,0,0,0
B.DE.2016.1HD6K_D0_061616_C10_S24.KY324663,13,0,0,0,0
B.DE.2016.1HD6K_D0_061616_C6_S21.KY324664,13,0,0,0,0
B.DE.2016.1HD6K_W4_070516_G5_S26.KY324724,13,0,0,0,0
B.DE.2016.1HD6K_W8_072616_D6_S65.KY324727,13,0,0,0,0
B.DE.2016.1HD6K_W8_072616_F2_S69.KY324730,13,0,0,0,0
B.DE.2016.1HD6K_W8_072616_G10_S70.KY324731,13,0,0,0,0
B.DE.2016.1HD8K_D0_061616_B4_S93.KY324738,15,0,0,0,0
B.DE.2016.1HD8K_D0_062916_A4_S69.KY324755,14,1,0,0,0
B.DE.2016.1HD8K_D0_062916_A9_S72.KY324756,14,0,0,0,0
B.DE.2016.1HD8K_D0_062916_F6_S90.KY324768,14,0,0,0,0
B.DE.2016.1HD8K_D0_062916_H6_S95.KY324769,14,0,0,0,0
B.DE.2016.1HD8K_W4_070116PL3_C6_S63.KY324786,14,0,0,0,0
B.DE.2016.1HD8K_W4_070116PL3_G12_S77.KY324794,14,1,0,0,0
B.DE.2016.1HD8K_W4_070116PL3_H8_S80.KY324798,14,0,0,0,0
B.DE.2016.1HD8K_W4_070116PL4_E1_S86.KY324801,13,0,0,0,-1
B.DE.2016.1HD8K_W4_070116PL4_E9_S87.KY324802,14,1,0,0,0
B.DE.2016.1HD8K_W4_070116PL4_F7_S89.KY324803,14,1,0,0,0
B.DE.2016.1HD9K_D0_070816_B3_S30.KY324807,16,0,0,0,1
B.DE.2016.1HD9K_D0_070816_C3_S35.KY324810,16,0,0,0,1
B.DE.2016.1HD9K_D0_071116PL6_A10_S86.KY324822,13,0,0,0,-2
B.DE.2016.9253_PRE_F22.MH575570,14,0,0,0,-2
B.DE.2016.9253_PRE_J18.MH575578,14,0,0,0,-2
B.DE.2016.9254_W12_12A13.MH575532,14,0,0,0,-1
B.DE.2016.9254_W12_12A5.MH575531,14,0,0,0,-1
B.DE.2016.9255_PRE_A23.MH575409,11,0,0,0,-2
B.DE.2016.9255_PRE_B1.MH575410,11,0,0,0,-2
B.DE.2017.IDC561_C08.MN871329,15,0,0,0,0
B.DE.2017.IDC561_F12.MN871332,15,0,0,0,0
B.DE.2017.IDC561_G09.MN871330,15,0,0,0,0
B.DE.2017.IDC561_G10.MN871328,15,0,0,0,0
B.DE.2017.IDC561_H05.MN871333,14,0,0,0,0
B.DE.2017.IDC561_H08.MN871331,14,0,0,0,0
B.DO.2008.X2348_C2_8.FJ817365,12,0,0,0,0
B.ES.2007.X2278_C2_B6.FJ817366,12,0,0,0,-1
B.FR.1983.HXB2.K03455,12,0,0,0,-1
B.FR.1983.LAI.K02013,12,0,0,0,0
B.FR.1985.NL43.AY669735,12,0,0,0,0
B.FR.x.BX08_16.GQ855765,14,0,0,0,0
B.HT.1992.HT593_1.U08444,14,0,0,0,1
B.IT.1995.TRO_11.AY835445,13,1,0,0,0
B.IT.1996.PVO_4.AY835444,11,0,0,0,0
B.JP.x.MOKW.AB262959,12,0,0,0,0
B.NL.1986.AMC009_1B5.PP544519,15,0,0,0,-1
B.NL.1989.AMC011.PP544654,13,0,0,0,1
B.NL.x.W61D_TCLA_71.HM215359,16,0,0,0,-3
B.PE.2017.V704_1802_080SN_01.ON980908,12,1,0,0,0
B.PE.2017.V704_1802_080SN_02.ON980909,12,1,0,0,0
B.PE.2017.V704_1716_090SN.ON980899,13,0,0,0,0
B.PE.2017.V704_2685_080SN.ON980948,12,0,0,0,0
B.PE.2017.V704_2767_070SN.ON980949,12,0,0,0,-1
B.PE.2017.V704_0562_160EN01.ON980831,16,0,0,0,-1
B.PE.2017.V704_0562_160EN02.ON980832,16,0,0,0,-2
B.PE.2017.V704_0562_160EN04.ON980833,14,0,0,0,0
B.PE.2017.V704_0562_160_RE_PBLIB003_S.ON980830,16,0,0,0,-2
B.PE.2017.V704_1236_060_ESN1.ON980879,14,1,0,0,-4
B.PE.2018.V704_0175_100SN.ON980819,19,0,0,0,0
B.PE.2018.V704_0985_100SN.ON980867,14,0,0,0,-1
B.PE.2018.V704_1236_070ESN.ON980880,16,0,0,0,0
B.PE.2018.V704_1706_050SN.ON980897,13,0,0,0,0
B.PE.2018.V704_0644_060SN_PRELIMSEQ.ON980839,13,0,0,0,-1
B.PE.2018.V704_0847_030_ESN_01T.ON980852,14,0,0,0,-1
B.PE.2018.V704_0847_030_ESN_02C.ON980853,14,0,0,0,-1
B.PE.2018.V704_0575_060_ESN1A.ON980834,13,0,0,0,0
B.PE.2018.V704_0575_060_ESN2T.ON980835,13,0,0,0,0
B.PE.2018.V704_0575_060_RE_P002S.ON980836,13,0,0,0,0
B.PE.2018.V704_0855_080_ESN.ON980854,15,0,0,0,-1
B.PE.2018.V704_1332_120_RE_PB001_S.ON980882,12,0,0,0,0
B.PE.2018.V704_2408_040_ESN.ON980931,14,0,0,0,1
B.PE.2018.V704_3083_040_ESN.ON980967,14,0,0,0,-1
B.PE.2018.V704_2150_230_RE_E05S.ON980923,12,0,0,0,-2
B.PE.2018.V704_2164_030_ESN.ON980924,22,0,0,0,-1
B.PE.2018.V704_2164_030_RE_P002S.ON980925,22,0,0,0,-1
B.PE.2018.V704_3008_040ESN.ON980965,15,0,0,0,-2
B.PE.2018.V704_0340_150ESN.ON980822,12,0,0,0,-1
B.PE.2018.V704_0478_160ESN.ON980825,12,0,0,0,-1
B.PE.2018.V704_0478_160_RE_PBLIB002_S.ON980824,12,0,0,0,-1
B.PE.2018.V704_0652_110_ESN_2472A.ON980840,13,0,0,0,-1
B.PE.2018.V704_0746_760_RE_P001S.ON980846,16,0,0,0,-1
B.PE.2018.V704_0746_760_RE_P002S.ON980847,16,0,0,0,-1
B.PE.2018.V704_0746_760_RE_P003S.ON980845,16,0,0,0,-1
B.PE.2018.V704_1835_150_RE_P001S_2484A.ON980910,20,0,0,0,-2
B.PE.2018.V704_1835_150_RE_P002S_2484A.ON980911,20,0,0,0,-2
B.PE.2018.V704_2536_030_RE_P002S.ON980935,12,0,0,0,-1
B.PE.2018.V704_2536_030_RE_P003S.ON980936,12,0,0,0,-1
B.PE.2018.V704_1551_150_ESN.ON980890,14,0,0,0,0
B.PE.2018.V704_1551_150_RE_P002S.ON980891,14,0,0,0,0
